,User,Follows_Count,Language,Date_Tweet,Source_of_Tweet,Tweet,Hashtags,Place
13634,JohnMamola,2888,en,2010-07-08 23:43:14+00:00,Twitter Web Client,How dare @espn interrupt their 4 hour #Lebron commercial for #worldcup coverage. WTF?  Boys and Girls Clubs are heated!,"['Lebron', 'worldcup']",
13635,kballnation,368,en,2010-07-08 23:43:03+00:00,Twitter Web Client,Brasil invites you to the World Cup of Touching. http://bit.ly/93Vj5K (via @agencyspy) #worldcup #2014,['worldcup'],
13636,lindamitty,80,en,2010-07-08 23:43:02+00:00,Silver Bird,This song applies to all of us that tried really hard and didn't make it #USA #CHILE #GERMANY #worldcup http://bit.ly/a88FG6,"['USA', 'CHILE', 'GERMANY', 'worldcup']",
13637,BARBERGANG,102,en,2010-07-08 23:43:01+00:00,ÜberSocialOrig,RT @juiceii_babii: catch mi && mii #team @dbarberbrownent #worldcup kicking it at #subzero tonite,"['team', 'worldcup', 'subzero']",
13638,effandsteph,842,en,2010-07-08 23:42:43+00:00,Twitter Web Client,"@zentaratea I WISH. No, I'll be watching the #worldcup final at this delightful place: http://www.thebelgiancafe.com/",['worldcup'],
13639,theworldcup247,623,en,2010-07-08 23:42:42+00:00,BlogsFeedNet,#worldcup TELEGRAPH: World Cup final: Jack Taylor delighted as Howard Webb given Holland v Spain game...  http://bit.ly/bDL2Dg,['worldcup'],
13640,Luaggz,893,en,2010-07-08 23:42:41+00:00,Twitter Web Client,Like that! http://huff.to/aWcMxORT @jadande: Spain wins. That octopus ain't never lie! We should ask him where LeBron's going. #worldcup,['worldcup'],
13641,RyanHarrell,173,en,2010-07-08 23:42:37+00:00,erased227_bmcKz6AiS0,fifa to add more referee's before next worldcup http://bit.ly/biAcps #sorrylebronnotaboutyou #worldcup,"['sorrylebronnotaboutyou', 'worldcup']",
13642,amymilll,1332,en,2010-07-08 23:42:13+00:00,Twitter Web Client,Spain #JustofferedLebron to join #worldcup team,"['JustofferedLebron', 'worldcup']",
13643,peteysneedy23,832,en,2010-07-08 23:41:55+00:00,Twitter Web Client,#Lowkey The #WorldCup doesn't even exist anymore,"['Lowkey', 'WorldCup']",
13644,MrsGarriet,26,en,2010-07-08 23:41:53+00:00,Twitter Web Client,I wish I could be at the #worldcup finals!! I bet it's going to be phenomenal.,['worldcup'],
13645,ReeseBland,561,en,2010-07-08 23:41:20+00:00,Twitter Web Client,.@richeisen I bet the #WorldCup octopus already knows where #LeBron's going… #fb,"['WorldCup', 'LeBron', 'fb']",
13646,DLeagueShow,437,en,2010-07-08 23:41:14+00:00,Twitter Web Client,Can we get this @KingJames nonsense over with so we can get back to talking about the #WorldCup?!,['WorldCup'],
13647,Negs_World,82,en,2010-07-08 23:41:09+00:00,Twitter Web Client,"Can't stop singing ""yo soy espanol espanol espanol""...but I ain't espanol...#Worldcup",['Worldcup'],
13648,MauraHernandez,5063,en,2010-07-08 23:41:03+00:00,TweetDeck,Woot! #latism RT @andinarvaez: I am having TOO much fun putting together slideshow 4 @MauraHernandez #WorldCup #HottestPlayers #CopaCafe,"['latism', 'WorldCup', 'HottestPlayers', 'CopaCafe']",
13649,ripitupnz,6176,en,2010-07-08 23:40:59+00:00,Twitter Web Client,#Win $50 to spend at Foot Locker. Predict #Ned or #Esp to win #WorldCup. Winners announced in 20 mins! http://ow.ly/28YqL,"['Win', 'Ned', 'Esp', 'WorldCup']",
13650,CaSShern_Daily,752,en,2010-07-08 23:40:59+00:00,Twitter for iPhone,I got Netherland winnin the #worldcup #dutchmasters,"['worldcup', 'dutchmasters']",
13651,jhinch,459,en,2010-07-08 23:40:59+00:00,Twitter Web Client,Schweinsteiger gets train-rolled by the dirty Spain players. http://bitURL.net/2fr #worldcup,['worldcup'],
13652,FearceDiva,496,en,2010-07-08 23:40:46+00:00,TwitBird,Bullshit RT @Tiwaworks RT @fallonlatrece: One of my friends said if Lebron leaves Clev he will not watch sports again till #worldcup 2014,['worldcup'],
13653,iZUKO28,205,en,2010-07-08 23:40:36+00:00,Echofon,Who y'all got n the #worldcup? Spain or holland?,['worldcup'],
13654,frozen_alien,84,en,2010-07-08 23:40:33+00:00,Twitter Web Client,"No matter if #DieMannschaft  will be 3rd or not,the fans would love to welcome them at the FanFest in Berlin - they played a great #worldcup","['DieMannschaft', 'worldcup']",
13655,_RickTheRuler_,739,en,2010-07-08 23:40:25+00:00,Twitter Web Client,who ya`ll pickin for the #WorldCup? #Netherlands or #Spain? iGot my #$$$ on #Spain!,"['WorldCup', 'Netherlands', 'Spain', 'Spain']",
13656,germanyff,727,en,2010-07-08 23:40:23+00:00,Twitter Web Client,World Cup 2010: Spain Forward Pedro Admits Mistake Against Germany Worried Him http://ffd.me/d9AU4h #worldcup #ger,"['worldcup', 'ger']",
13657,spainff,487,en,2010-07-08 23:40:22+00:00,Twitter Web Client,World Cup 2010: Spain Forward Pedro Admits Mistake Against Germany Worried Him http://ffd.me/d9AU4h #worldcup #esp,"['worldcup', 'esp']",
13658,worldcup2010ff,464,en,2010-07-08 23:40:21+00:00,Twitter Web Client,World Cup 2010: Spain Forward Pedro Admits Mistake Against Germany Worried Him http://ffd.me/d9AU4h #worldcup,['worldcup'],
13659,southafricaff,702,en,2010-07-08 23:40:21+00:00,Twitter Web Client,WORLD CUP 2010: Fabio Capello must go back to South Africa and learn something http://ffd.me/cpqTWA #worldcup #rsa,"['worldcup', 'rsa']","Place(fullName='Northern Cape', name='Northern Cape', type='admin', country='South Africa', countryCode='ZA')"
13660,Englandff,414,en,2010-07-08 23:40:20+00:00,Twitter Web Client,WORLD CUP 2010: Fabio Capello must go back to South Africa and learn something http://ffd.me/cpqTWA #worldcup #eng,"['worldcup', 'eng']",
13661,worldcup2010ff,464,en,2010-07-08 23:40:18+00:00,Twitter Web Client,WORLD CUP 2010: Fabio Capello must go back to South Africa and learn something http://ffd.me/cpqTWA #worldcup,['worldcup'],
13662,seattleliberal,1558,en,2010-07-08 23:40:13+00:00,TweetDeck,#iPhone app 4 #oilspill #conservative news/blogs #tcot #ocra http://bit.ly/doWLJL #twisters #iamthemob #worldcup #tpp #lebron James #LBJ,"['iPhone', 'oilspill', 'conservative', 'tcot', 'ocra', 'twisters', 'iamthemob', 'worldcup', 'tpp', 'lebron', 'LBJ']",
13663,saworldcup2010s,3,en,2010-07-08 23:40:10+00:00,twitterfeed,http://bit.ly/a7RFUN Belhadj joins Al Sadd: Algeria international Nadir Belhadj has left Portsmouth in order to join eleven-t...  #worldcup,['worldcup'],
13664,sakee565,1,en,2010-07-08 23:40:04+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1278632403,['worldcup'],
13665,rikooo177,0,en,2010-07-08 23:40:04+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1278632402,['worldcup'],
13666,so_you_know,2661,en,2010-07-08 23:39:39+00:00,Hootsuite,"*puts $1 in piggybank for #brazil 2014* RT @timcorbeel: list of hosting countries, announce rest in Dec. #worldcup  http://bit.ly/4pkrow","['brazil', 'worldcup']",
13667,BrazilFutbol,539,en,2010-07-08 23:39:38+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: South Africa victorious as World Cup host - Toronto Star http://bit.ly/9zmKts,"['worldcup', 'bra']",
13668,BrazilFutbol,539,en,2010-07-08 23:39:34+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: Germany Passes Brazil - Sportsrageous http://brazil-futbol.com/germany-passes-brazil-sportsrageous/,"['worldcup', 'bra']",
13669,BrazilFutbol,539,en,2010-07-08 23:39:33+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: Dunga's Future as Brazil's Coach After Loss Will Be Confirmed Later Today - Bloomberg http://bit.ly/agPpAn,"['worldcup', 'bra']",
13670,simplyperle,4185,en,2010-07-08 23:39:18+00:00,Echofon,"@mrALReza u mean if I support #Ned, u won't be happy with me? Hehe #worldcup","['Ned', 'worldcup']",
13671,EnglandFooty,113,en,2010-07-08 23:39:08+00:00,Twitter Web Client,#eng #worldcup Update: Do you think England will win the 2010 World Cup ? http://bit.ly/c1X6gG,"['eng', 'worldcup']",
13672,andinarvaez,3297,en,2010-07-08 23:38:58+00:00,TweetDeck,I am having TOO much fun putting together this slide show for @MauraHernandez #WorldCup #HottestPlayers ... #CopaCafe,"['WorldCup', 'HottestPlayers', 'CopaCafe']",
13673,simplyperle,4185,en,2010-07-08 23:38:38+00:00,Echofon,Has Paul the Octopus been BBQ by the Germans yet? Wonder what's his next prediction... Haha #worldcup #fb,"['worldcup', 'fb']",
13674,Camilahalal,10,en,2010-07-08 23:38:16+00:00,Twitter Web Client,Go Germany! ====&lt;() #ger http://worldcup.tweetbeat.com #worldcup @tweetbeat,"['ger', 'worldcup']",
13675,USAFooty,172,en,2010-07-08 23:38:16+00:00,Twitter Web Client,#usa #worldcup update : 2010 NFL Draft: Seventh round complete selected list http://bit.ly/ddNf8m,"['usa', 'worldcup']",
13676,theworldcup247,623,en,2010-07-08 23:38:14+00:00,BlogsFeedNet,#worldcup GOAL.COM: World Cup 2010: Germany striker Miroslav Klose laments semi-final defeat to Spain...  http://bit.ly/bDL2Dg,['worldcup'],
13677,theworldcup247,623,en,2010-07-08 23:38:14+00:00,BlogsFeedNet,"#worldcup GUARDIAN: You are the Ref: Michel Platini, France http://bit.ly/afNYHX http://bit.ly/bDL2Dg",['worldcup'],
13678,BrazilFutbol,539,en,2010-07-08 23:38:10+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: ANALYSIS-Brazil's bullet train bogged down in bureaucracy - Yahoo! Eurosport UK http://bit.ly/bI04tX,"['worldcup', 'bra']",
13679,philip305,6995,en,2010-07-08 23:37:53+00:00,Twitter Web Client,@vkrod #soccer #games are usually #notmything but since it's the #worldcup finals let's watch it,"['soccer', 'games', 'notmything', 'worldcup']","Place(fullName='Miami Beach, FL', name='Miami Beach', type='city', country='United States', countryCode='US')"
13680,whyntz,108,en,2010-07-08 23:37:53+00:00,Twitter Web Client,Who will win?..espana or Netherlands? make ur pick and put in your bid now...all eyes glued to the tv on Sunday #worldcup,['worldcup'],
13681,shingimaru,208,en,2010-07-08 23:37:52+00:00,Twitter Web Client,Bowwwn!! #worldcup #arg #aus #bra #chi #civ #cmr #den #eng #esp #fra #ger #gre #hon #ita #jpn #kor #mex #ned #nga #par Do your best!,"['worldcup', 'arg', 'aus', 'bra', 'chi', 'civ', 'cmr', 'den', 'eng', 'esp', 'fra', 'ger', 'gre', 'hon', 'ita', 'jpn', 'kor', 'mex', 'ned', 'nga', 'par']",
13682,zramsay,389,en,2010-07-08 23:37:41+00:00,Twitter SMS,Will LeBron run stop the BP oil spill & then shut down Twitter quicker than #worldcup? RT @cdbond: Will LeBron end up stating in Cleveland?,['worldcup'],
13683,SoccerJock007,16968,en,2010-07-08 23:37:35+00:00,Hootsuite,Who Is The Hottest #WorldCup Fan? (PHOTOS) - This is harder than picking the winner of #WorldCup! http://ow.ly/28YmA,"['WorldCup', 'WorldCup']",
13684,imadnaffa,34460,en,2010-07-08 23:37:16+00:00,Twitter Web Client,Why all soccer fans should root for Holland to lose to Spain. http://bit.ly/a7nHJp #wc2010 #worldcup #esp #ned,"['wc2010', 'worldcup', 'esp', 'ned']",
13685,ifootytv,26631,en,2010-07-08 23:37:10+00:00,twitterfeed,Valencia Defender Jeremy Mathieu Eager For New Season To Start: Mathieu can't wait to play Champions Leag... http://bit.ly/d7yiCD #worldcup,['worldcup'],
13686,jadeywadeyx,102,en,2010-07-08 23:37:09+00:00,Twitter Web Client,.. Is lose #wimbledon #worldcup we might as well celebrate losing america 2! Embrace R faults! & realise its ok 2 B who we R #4thjuly,"['wimbledon', 'worldcup', '4thjuly']",
13687,Xperienced_,1099,en,2010-07-08 23:37:02+00:00,Twitter Web Client,"In a world of F'ed up priorities, at least Pulpo Paul is trending higher than LeBron #worldcup",['worldcup'],
13688,goldmanglenna,2,en,2010-07-08 23:36:42+00:00,Twitter Web Client,Cyphers: Debut of CSI: Cape Town will have to wait http://brazil.worldcupscoop.com/?p=306 #worldcup #brazil,"['worldcup', 'brazil']",
13689,theworldcup247,623,en,2010-07-08 23:36:38+00:00,BlogsFeedNet,#worldcup TELEGRAPH: World Cup 2010: fans miss Durban semi final as VIP planes clog up airport http://bit.ly/cV0lVE http://bit.ly/bDL2Dg,['worldcup'],
13690,whyntz,108,en,2010-07-08 23:36:37+00:00,Twitter Web Client,Espana!!!! good luck on finals!!! #worldcup,['worldcup'],
13691,ottsworld,42943,en,2010-07-08 23:36:34+00:00,Hootsuite,Of course U should follow!  Great tweets on travel and avid #worldcup fan! RT @mobilelawyer: 697 followers - making the push for 700.,['worldcup'],
13692,vickyvette,751540,en,2010-07-08 23:36:33+00:00,Twitter Web Client,"For every goal scored in #worldcup, they will give away a FREE Pussy n' Ass!",['worldcup'],
13693,Tr1C1A_56,105,en,2010-07-08 23:36:26+00:00,Twittelator,Lol RT @nelvingeorge Fucking #octopus need to be shot dead... :) #worldcup #WC,"['octopus', 'worldcup', 'WC']",
13694,TweetByRKV,7558,en,2010-07-08 23:36:15+00:00,Twitter Web Client,"I'm just wondering if there'd be so much of prediction,debate,and discussion by Indians for the upcoming #cricket #worldcup.#fb","['cricket', 'worldcup', 'fb']",
13695,DreamSacred,341,en,2010-07-08 23:36:11+00:00,Hootsuite,"@LilyShumLeung Not as busy as you. I like ur RTs abt #immigration. Bummed about #worldcup final match. Rooting for #NED,  can't stand #ESP","['immigration', 'worldcup', 'NED', 'ESP']",
13696,NuriaAmate,1030,en,2010-07-08 23:36:03+00:00,Twitpic,me. Go #esp.                           next game #worldcup        #esp vs #ner http://twitpic.com/23l732,"['esp', 'worldcup', 'esp', 'ner']",
13697,edwardkamlan,133,en,2010-07-08 23:35:46+00:00,Twitter Web Client,"Going with #ned over #esp - Afterall, the Art Theatre in Long Beach is including Dutch #beer with admission to watch #worldcup","['ned', 'esp', 'beer', 'worldcup']",
13698,whyntz,108,en,2010-07-08 23:35:39+00:00,Twitter Web Client,things seems to have taken an unexpected turn #worldcup,['worldcup'],
13699,NonNegotiable,1264,en,2010-07-08 23:35:34+00:00,Twitter Web Client,Since the #worldcup started #NowPlaying #JustinBieber have not Trended World Wide Once :O,"['worldcup', 'NowPlaying', 'JustinBieber']",
13700,trends_store,490,en,2010-07-08 23:35:32+00:00,SocialOomph,#worldcup #URU #NED #GER #SPA Buy #Germany World Cup Gear http://dld.bz/kvzf twitter trends store world cup final 2010,"['worldcup', 'URU', 'NED', 'GER', 'SPA', 'Germany']",
13701,vegajorge,861,en,2010-07-08 23:35:23+00:00,TweetDeck,Really liking what @Havaianas is doing for the #WorldCup http://bit.ly/c48SWV,['WorldCup'],
13702,sakee565,1,en,2010-07-08 23:35:07+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1278632105,['worldcup'],
13703,rikooo177,0,en,2010-07-08 23:35:06+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1278632103,['worldcup'],
13704,WeGotArtist2,13143,en,2010-07-08 23:34:49+00:00,Facebook,"#WORLDCUP FRESH OFF THE PRESS - How would you like Llyod Banks & G Unit Throw your party - Pay For 
All the... http://fb.me/DoqLt12A",['WORLDCUP'],
13705,BrazilFutbol,539,en,2010-07-08 23:34:46+00:00,Twitter Web Client,"Brazil Futbol - #worldcup #bra: Referee system to change for next Cup, says FIFA - Reuters India http://bit.ly/a1Q5CD","['worldcup', 'bra']",
13706,Nathaniel_S28,293,en,2010-07-08 23:34:43+00:00,Echofon,"What a weekend ahead. #sydneyfc, live Dutch hardcore & the #worldcup final featuring the #oranje. Glorious.","['sydneyfc', 'worldcup', 'oranje']",
13707,sp_ce,287,en,2010-07-08 23:34:35+00:00,TweetDeck,@katiegou He will predict the final today (normally he does it only for matches from #ger) #worldcup #psychicoctopus,"['ger', 'worldcup', 'psychicoctopus']",
13708,IsntIT_LOVERLY,110,en,2010-07-08 23:34:30+00:00,Twitter for iPhone,Oh is the #worldcup still on? I immigrated to the wrong country.,['worldcup'],
13709,Stacina,549,en,2010-07-08 23:34:20+00:00,Twitter for iPhone,I think I need to find some place in DC to watch the #worldcup final Sunday!,['worldcup'],
13710,NYker78,257,en,2010-07-08 23:34:15+00:00,twidroyd (original),Fifa #justofferedlebron a penalty kick and a #worldcup win if he goes to #knicks lol,"['justofferedlebron', 'worldcup', 'knicks']",
13711,n1vux,1448,en,2010-07-08 23:34:11+00:00,Twitter Web Client,@GarrettQuinn #WorldCup rocks. Le bron who?  What band does he front for?,['WorldCup'],
13712,worldcup2014RT,553,en,2010-07-08 23:34:06+00:00,twitterfeed,RT @fifaworldcup10: #worldcup World Cup 2010: Napoli Coach Walter Mazzarri Content With Netherlands-Spain Final ht... http://bit.ly/9BxtVa,['worldcup'],
13713,macoli,215,en,2010-07-08 23:33:35+00:00,Twitter Web Client,Sales Productivity Lost During the #WorldCup (Infographic) - InsideView http://shar.es/mQR0X,['WorldCup'],
13714,evan_makeba,2127,en,2010-07-08 23:33:11+00:00,TweetDeck,Hre we R! Eng WILL B in the #worldcup final. SHUTYERMOUF RT @TelegraphMG: Howard Webb 2 referee Holland v Spain http://tgr.ph/bTzG87,['worldcup'],
13715,JulesKeepsPace,291,en,2010-07-08 23:33:00+00:00,Twitter Web Client,Wine pairing for 2nd course: La Posta Cocina Blend. #nomnomnommy #crownandgoose #wine&spirits #worldcup http://tweetphoto.com/31550093,"['nomnomnommy', 'crownandgoose', 'wine', 'worldcup']",
13716,IconWines,6521,en,2010-07-08 23:32:48+00:00,Twitter Web Client,#WorldCup  of wine contiunes Sunday: #Spain VS #Holland. Get the results here: http://bit.ly/awAHuc,"['WorldCup', 'Spain', 'Holland']",
13717,BrazilFutbol,539,en,2010-07-08 23:32:44+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: Referee Rosetti retires - USA Today http://brazil-futbol.com/referee-rosetti-retires-usa-today/,"['worldcup', 'bra']",
13718,BrazilFutbol,539,en,2010-07-08 23:32:44+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: World Cup no panacea for SAFrica's economic woes - The Associated Press http://bit.ly/aXDsaM,"['worldcup', 'bra']",
13719,BrazilFutbol,539,en,2010-07-08 23:32:43+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: Brazil's BM&FBovespa To Sell $612 Mln 10-Year Bond Fri -Source - Wall Street Journal http://bit.ly/aDAgCo,"['worldcup', 'bra']",
13720,WoodyTalksFooty,76,en,2010-07-08 23:32:39+00:00,Twitter Web Client,Howard Webb of #ENG chosen to referee the #WorldCup final. #Fifa made selection in hour-long special on ESPN 8. gotta love the ocho.,"['ENG', 'WorldCup', 'Fifa']",
13721,worldcupsoccer1,1,en,2010-07-08 23:32:36+00:00,Twitter Web Client,#worldcup : Nice World Cup Soccer photos http://www.world-cup-soccer.us/9094/nice-world-cup-soccer-photos-232/,['worldcup'],
13722,suzyoge,1296,en,2010-07-08 23:32:33+00:00,Twitter Web Client,"Could there possibly be more drunk people waiting for this train @ Amsterdam central? Yes, only if #worldcup final! #ned","['worldcup', 'ned']",
13723,garthtrinidad,12825,en,2010-07-08 23:32:09+00:00,Twitter Web Client,"tonight, #worldcup  music special with me, maestro tom schnabel, & dj mathieu schreyer aka mr french avec le discotech. 8pm @kcrw",['worldcup'],
13724,TweetByRKV,7558,en,2010-07-08 23:31:58+00:00,Snaptu,"2006 #worldcup through Orkut profile names,this time it's fb and twitter. What for next worldcup?",['worldcup'],
13725,Chataboutit2010,74,en,2010-07-08 23:31:35+00:00,Twitter Web Client,#Worldcup finals #mls all star and #DonGarber on #nationalsoccerradio tonight 9PM ET and much more,"['Worldcup', 'mls', 'DonGarber', 'nationalsoccerradio']",
13726,xkhansolox,126,en,2010-07-08 23:31:32+00:00,Twitter Web Client,"@darienpaige #GER lost. i've pretty much been pwned in terms of all my predictions this #worldcup.  late reply, but u tell me what AFI songs","['GER', 'worldcup']",
13727,PrEshiZesQ,183,en,2010-07-08 23:31:29+00:00,Twitter Web Client,So wit all the lebroN news no one cares abt the #worldcup anymore huh? Shame shame in America ur on top then next day forgotten lol,['worldcup'],
13728,Wolfheinrich,952,en,2010-07-08 23:31:17+00:00,Twitter Web Client,"hmm hmm no #worldcup recording to watch today, perhaps I can write another blog post tonight",['worldcup'],
13729,theworldcup247,623,en,2010-07-08 23:31:00+00:00,BlogsFeedNet,#worldcup TELEGRAPH: World Cup 2010: 10 potential Premier League buys http://bit.ly/ckNYW0 http://bit.ly/bDL2Dg,['worldcup'],
13730,jmaxse,4009,en,2010-07-08 23:30:43+00:00,Echofon,@JTLovell1979 Dickie Bird. He was from Yorkshire. Bet he refereed a FIFA #WorldCup final...?!,['WorldCup'],
13731,benkepes,23430,en,2010-07-08 23:30:41+00:00,Twitter Web Client,@MeganMurray and you spelt #WorldCup wrong as well :-),['WorldCup'],
13732,uruknet,2686,en,2010-07-08 23:30:40+00:00,Twitter Web Client,"RT @Jew4palestine
  
RT @ibnezra More IDF Lies about Israeli Activists in the West Bank http://bit.ly/9g2oTV #worldcup #israel","['worldcup', 'israel']",
13733,asktwitqa,683,en,2010-07-08 23:30:39+00:00,twitQA - Ask or Answer,"#esp or #ned for #worldcup ? Pulpo Paul will say, but I eat  him! LOL","['esp', 'ned', 'worldcup']",
13734,heythere_jen,169,en,2010-07-08 23:30:36+00:00,Echofon,And safe travels to @valMango @djonpoynt...hope Spain wins the #worldcup while you guys are out there.  Lucky ducks ,['worldcup'],
13735,MAILworldcup,172,en,2010-07-08 23:30:25+00:00,Twitter Web Client,"#worldcup WORLD CUP 2010: Beat Spain? It's hard enough to get the ball back, say Germany http://bit.ly/9Gu8FF",['worldcup'],
13736,moderndiva,963,en,2010-07-08 23:30:13+00:00,TweetDeck,One of my friends said if Lebron leaves Clev he will not watch sports again till #worldcup 2014,['worldcup'],
13737,TaureanReign,13495,en,2010-07-08 23:30:08+00:00,Plume for Android,Twitter #JustOfferedLebron a verified account since he took all the focus off the #worldcup #TT,"['JustOfferedLebron', 'worldcup', 'TT']",
13738,sakee565,1,en,2010-07-08 23:30:03+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1278631802,['worldcup'],
13739,rikooo177,0,en,2010-07-08 23:30:03+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1278631802,['worldcup'],
13740,neilashton_,225879,en,2010-07-08 23:30:02+00:00,Twitter SMS,"This james corden show, give me a taster, I want to iplayer it now... @sunstevebrenner #worldcup",['worldcup'],
13741,theworldcup247,623,en,2010-07-08 23:29:56+00:00,twitterfeed,Goal.com: World Cup 2010: Germany striker Miroslav Klose laments semi-final defeat to Spain: Baye... http://bit.ly/alM7ye #worldcup #soccer,"['worldcup', 'soccer']",
13742,dryjuly,3842,en,2010-07-08 23:29:39+00:00,TweetDeck,RT @ChateauEvie: @dryjuly @cupfever Final Video of Fundraising #WorldCup artwork for #DryJuly is here! http://bit.ly/cf7IRI (via @harrie101),"['WorldCup', 'DryJuly']",
13743,Gynaecosid,12,en,2010-07-08 23:29:39+00:00,Twitter Web Client,Hello World! #Health #smile #worldcup,"['Health', 'smile', 'worldcup']",
13744,TomGoldstone,2178,en,2010-07-08 23:29:39+00:00,Osfoora HD,Vid i shot last night in #Piccadilly Circus of a spontaneous #Spanish celebration after their #worldcup win. http://bit.ly/c8CJKX,"['Piccadilly', 'Spanish', 'worldcup']",
13745,gurudecalidad,2,en,2010-07-08 23:29:38+00:00,Twitter Web Client,@vickyvette  I'm from PERU & I give my full support to #ned  #teambj #worldcup  @BobbiEden @vickyvette @gabbyquinteros @misshybrid,"['ned', 'teambj', 'worldcup']",
13746,Jew4palestine,7670,en,2010-07-08 23:29:37+00:00,TweetMeme,RT @ibnezra More IDF Lies about Israeli Activists in the West Bank http://bit.ly/9g2oTV #worldcup #israel,"['worldcup', 'israel']",
13747,bmb430,145,en,2010-07-08 23:29:22+00:00,Twitter Web Client,fascinated by this #teamBJ movement... even just the logistics... Go #NED  I will for sure watch the #worldcup final from LA,"['teamBJ', 'NED', 'worldcup']",
13748,TrendingSportsV,667,en,2010-07-08 23:29:21+00:00,Twitter Web Client,World Cup Fever: World Cup Finals Goes Underwater and Spain Won: http://bit.ly/cFxnkN ...#worldcup...#spa...#ned,"['worldcup', 'spa', 'ned']",
13749,hezitros,914,en,2010-07-08 23:28:45+00:00,Twitter Web Client,i miss #bra . D: #worldcup,"['bra', 'worldcup']",
13750,CFCFanVI,2873,en,2010-07-08 23:28:43+00:00,Twitter Web Client,be interesting to see what to follow next week once the #worldcup is over and no #epl yet!,"['worldcup', 'epl']",
13751,Fat_Brian,617,en,2010-07-08 23:28:40+00:00,Twitter Web Client,Honestly theres only one team worth rooting for during the #WorldCup... and thats #teambj,"['WorldCup', 'teambj']",
13752,StreetSoccerUSA,12520,en,2010-07-08 23:28:38+00:00,TweetDeck,RT @SmartOnline_Inc: #worldcup fans - end #homelessness thru #soccer @StreetSoccerUSA register here: http://shopforsocialchange.org #donate,"['worldcup', 'homelessness', 'soccer', 'donate']",
13753,amymilll,1332,en,2010-07-08 23:28:13+00:00,Twitter Web Client,"end of lunch, now to continue working and thinking #worldcup #ned #Pulpo Paul","['worldcup', 'ned', 'Pulpo']",
13754,ratemyop,784,en,2010-07-08 23:28:05+00:00,Twitter Web Client,"end of lunch, now to continue working and thinking #worldcup #ned #Pulpo Paul","['worldcup', 'ned', 'Pulpo']",
13755,southafricaff,702,en,2010-07-08 23:28:03+00:00,Twitter Web Client,Barcelona President Sandro Rosell To Meet Arsene Wenger In South Africa For Cesc Fabregas Talks - Report http://ffd.me/bxgKQ4 #worldcup #rsa,"['worldcup', 'rsa']","Place(fullName='Northern Cape', name='Northern Cape', type='admin', country='South Africa', countryCode='ZA')"
13756,worldcup2010ff,464,en,2010-07-08 23:28:02+00:00,Twitter Web Client,Barcelona President Sandro Rosell To Meet Arsene Wenger In South Africa For Cesc Fabregas Talks - Report http://ffd.me/bxgKQ4 #worldcup,['worldcup'],
13757,Baya_Voce,3191,en,2010-07-08 23:28:00+00:00,Twitter Web Client,"Ok, so soccer finals on sunday... who do you think is going to win??? #worldcup",['worldcup'],
13758,reignlikeSteph,653,en,2010-07-08 23:27:57+00:00,Twitter Web Client,I can't wait for LBJ to make his decision & for the #worldcup to be over because I'm tired of hearing about both of them,['worldcup'],
13759,QT_4U,1934,en,2010-07-08 23:27:40+00:00,TweetDeck,TGIFFFF!!!! YES the weekend is hear & #worldcup finals is on SGT 12 July  0230!! #esp Vs #ned - YIKES!! GET IT SPAIN -&gt;4 #bra #bra #bra #bra,"['worldcup', 'esp', 'ned', 'bra', 'bra', 'bra', 'bra']",
13760,imlageraho,110,en,2010-07-08 23:27:22+00:00,erased_155177,"FIFA World Cup 2010 Analysis: Korea set to carry the Asian Flag Further!! http://om.ly/njyM #fifa,#worldcup","['fifa', 'worldcup']",
13761,WorldCupTracker,73,en,2010-07-08 23:27:12+00:00,Twitter Web Client,#worldcup : FIFA Looks to Compensate Fans Who Missed Semifinal http://bit.ly/9Yw0vj,['worldcup'],
13762,Jew4palestine,7670,en,2010-07-08 23:27:11+00:00,TweetMeme,"RT @ibnezra When Something is Hard to Ignore, Just Don’t Report It http://bit.ly/d1Fe8b #worldcup #lbj israel","['worldcup', 'lbj']",
